user_pseudo_id,day_0
A24410EBE91C2A32443E9D09616B420B,2018-06-22
03C2D87F51393C52A4E8B0DF80342EA1,2018-06-22
C586EE232D1F5B58F9CD04CB059A72CD,2018-08-24
9BE0C2F166FC43E3ED5FCCCD34EBF1D9,2018-08-27
3C3AFC055916156465DC1A481D9E9D04,2018-08-27
E3210532BA0838094E646E12D714BFE2,2018-08-27
477B10057CE20CBC8BCD3AD4F75BA95C,2018-08-27
5E2C595CFDF94553EBF5B05F626CB4C8,2018-07-02
E2CD12EE286D97AF7174B8AB91391200,2018-07-02
3CE93633926E71E22FF0938302B5A863,2018-06-13
5BDFE4DDCBDE4C77E6BAD8F34E935F05,2018-06-13
0AB9D59442F557E2EADC2A775560E13D,2018-06-13
72D04A6D10CF624A03592099F6312E9B,2018-09-14
E2ABF58F758941B31BB4630BD519394F,2018-09-14
349D0219227FD5FDE3F601FCFF3D37C8,2018-09-14
7705D52DD2286DC2E6DB831A2E129E94,2018-09-09
6446880DC6768A51E7B22C82B77DBE67,2018-09-09
1FADBB5D852C885F2E784EBF9423BBAC,2018-09-09
94151C7D5EAE222036540C64BBC8AD9E,2018-09-09
EFFF54A1FEB4609E5E868DA5D73C34CC,2018-09-09
86BA12A559647CBA7F81E11FB5658902,2018-09-09
54AB0D93FE6B9D4FC32E606178BEB1A4,2018-09-09
5EA849B2BCAC680E6B90FF25F358723D,2018-09-09
C7454C19105316BAB67F9FC48AC0F534,2018-09-09
2C8294A0EF5FF73A6C43819F67D450F4,2018-09-09
C7BD1BBC4F5AEECAC864DB28F257FF03,2018-09-09
CB597BC37DC603EE025C8B3579112736,2018-09-09
222DA52480ED3CD33C632A351A40E8AD,2018-08-04
B72C3DD50B9F81DBCED2EE06E08796CE,2018-08-04
786AAA96746C4084190340D4B8C4710E,2018-08-04
B6583219D50D4B342A797369873FE31C,2018-08-04
093E3E8BB59252BCD92BA5B7EAE55BBD,2018-08-04
19154B8288B57DD3D3C8F0663AA6960D,2018-06-15
673C6607EE4AD5848948BE88E550D630,2018-06-15
5C17796B779ACEDF08BC3226258BA4DA,2018-06-15
0C47FE81BC619EA5A887E57F5EA4E91D,2018-06-15
C73D0BE8A6C303863FCE487F9996028C,2018-07-15
